Antecedente;Consequente;Suporte;Confianca;Matriz Antecedentes;Matriz Consequentes;Pto Medio Anteced.;Pto Medio Conseq.;Suporte Anteced.;Suporte Conseq.;Dist. Anteced. -> Conseq.;Dist. Anteced. x Origem;Dist. Conseq. x Origem
[12, 6, 9];[13, 16];2;40.0%;"[[0.   2.68 2.21]
 [2.68 0.   3.65]
 [2.21 3.65 0.  ]]";"[[0.   5.22]
 [5.22 0.  ]]";"[ 0.856 -0.381  0.446  0.302  0.02  -0.061 -0.124 -0.126  0.096  0.006
 -0.013]";"[ 0.476  0.104  0.348 -0.589  0.103  0.512  0.266 -0.169 -0.168  0.03
  0.033]";5;3;3.2871276455471476;[2.42268958];[2.81343379]
[13, 16];[6, 9, 12];2;66.7%;"[[0.   5.22]
 [5.22 0.  ]]";"[[0.   3.65 2.68]
 [3.65 0.   2.21]
 [2.68 2.21 0.  ]]";"[ 0.476  0.104  0.348 -0.589  0.103  0.512  0.266 -0.169 -0.168  0.03
  0.033]";"[ 0.856 -0.381  0.446  0.302  0.02  -0.061 -0.124 -0.126  0.096  0.006
 -0.013]";3;5;3.2871276455471476;[2.81343379];[2.42268958]
[12, 16];[6, 9, 13];2;50.0%;"[[0.  3.7]
 [3.7 0. ]]";"[[0.   3.65 2.19]
 [3.65 0.   4.71]
 [2.19 4.71 0.  ]]";"[ 0.569 -0.67   0.075  0.14   0.498  0.334 -0.002 -0.149 -0.032 -0.005
  0.081]";"[ 0.794  0.134  0.628 -0.183 -0.244  0.058  0.055 -0.139  0.006  0.029
 -0.046]";4;4;3.3700274876656304;[2.48123667];[2.82901286]
[12, 13];[6, 9, 16];2;40.0%;"[[0.   5.08]
 [5.08 0.  ]]";"[[0.   3.65 3.38]
 [3.65 0.   4.55]
 [3.38 4.55 0.  ]]";"[ 0.538  0.084  0.472  0.139  0.076 -0.012  0.272 -0.346  0.029  0.094
  0.087]";"[ 0.815 -0.369  0.363 -0.183  0.038  0.288 -0.129 -0.008 -0.035 -0.036
 -0.049]";5;3;1.797566229916659;[1.22955091];[3.51876468]
[9, 16];[6, 12, 13];2;66.7%;"[[0.   4.55]
 [4.55 0.  ]]";"[[0.   2.68 2.19]
 [2.68 0.   5.08]
 [2.19 5.08 0.  ]]";"[ 0.584 -0.669  0.531 -0.166  0.131  0.475 -0.191 -0.063 -0.132  0.03
 -0.075]";"[ 0.784  0.133  0.324  0.02   0.001 -0.036  0.18  -0.196  0.072  0.006
  0.058]";3;5;2.8127232929791988;[4.02754151];[1.63508908]
[13, 9];[6, 12, 16];2;50.0%;"[[0.   4.71]
 [4.71 0.  ]]";"[[0.   2.68 3.38]
 [2.68 0.   3.7 ]
 [3.38 3.7  0.  ]]";"[ 0.552  0.086  0.928 -0.166 -0.291  0.129  0.084 -0.26  -0.071  0.129
 -0.069]";"[ 0.805 -0.369  0.059  0.02   0.282  0.195 -0.003 -0.065  0.032 -0.06
  0.054]";4;3;3.2958997429661814;[3.02713177];[3.03688334]
[12, 9];[6, 13, 16];2;33.3%;"[[0.   2.21]
 [2.21 0.  ]]";"[[0.   2.19 3.38]
 [2.19 0.   5.22]
 [3.38 5.22 0.  ]]";"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]";"[ 0.743  0.146  0.242 -0.465  0.019  0.313  0.175 -0.078 -0.059 -0.036
  0.022]";6;3;4.099996251554193;[2.63064767];[3.09561886]
[6, 16];[9, 12, 13];2;50.0%;"[[0.   3.38]
 [3.38 0.  ]]";"[[0.   2.21 4.71]
 [2.21 0.   5.08]
 [4.71 5.08 0.  ]]";"[ 0.892 -0.209 -0.01  -0.403  0.188  0.386 -0.007  0.066 -0.035 -0.119
  0.014]";"[ 0.578 -0.173  0.685  0.178 -0.037  0.023  0.058 -0.282  0.007  0.105
 -0.001]";4;4;2.41080182411224;[2.89196757];[2.16925779]
[6, 13];[9, 12, 16];2;28.6%;"[[0.   2.19]
 [2.19 0.  ]]";"[[0.   2.21 4.55]
 [2.21 0.   3.7 ]
 [4.55 3.7  0.  ]]";"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";"[ 0.599 -0.675  0.42   0.179  0.244  0.254 -0.126 -0.151 -0.033  0.04
 -0.005]";7;3;4.3980649838406265;[2.03529873];[3.59310024]
[12, 6];[9, 13, 16];2;28.6%;"[[0.   2.68]
 [2.68 0.  ]]";"[[0.   4.71 4.55]
 [4.71 0.   5.22]
 [4.55 5.22 0.  ]]";"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";"[ 0.537 -0.16   0.603 -0.307 -0.019  0.372  0.053 -0.164 -0.124  0.063
 -0.037]";7;2;2.9086747490204896;[1.69726378];[4.14315301]
[6, 9];[12, 13, 16];2;40.0%;"[[0.   3.65]
 [3.65 0.  ]]";"[[0.   5.08 3.7 ]
 [5.08 0.   5.22]
 [3.7  5.22 0.  ]]";"[ 0.968 -0.228  0.57   0.02  -0.206  0.004 -0.188 -0.026  0.062 -0.02
 -0.088]";"[ 0.528 -0.16   0.298 -0.104  0.226  0.278  0.178 -0.221 -0.057  0.04
  0.067]";5;2;0.929242258604425;[2.82222418];[2.58915096]
[16];[6, 9, 12, 13];2;40.0%;[[0.]];"[[0.   3.65 2.68 2.19]
 [3.65 0.   2.21 4.71]
 [2.68 2.21 0.   5.08]
 [2.19 4.71 5.08 0.  ]]";"[ 0.508 -0.65  -0.049 -0.588  0.525  0.858 -0.009  0.028 -0.229 -0.069
  0.027]";"[ 0.753 -0.072  0.521  0.079 -0.065 -0.004  0.042 -0.186  0.045  0.037
 -0.   ]";5;4;3.5524016221288592;[3.02112455];[2.22941518]
[13];[6, 9, 12, 16];2;22.2%;[[0.]];"[[0.   3.65 2.68 3.38]
 [3.65 0.   2.21 4.55]
 [2.68 2.21 0.   3.7 ]
 [3.38 4.55 3.7  0.  ]]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";"[ 0.769 -0.449  0.322  0.08   0.146  0.169 -0.095 -0.087  0.015 -0.013
 -0.003]";9;3;4.681432344917292;[2.12558509];[3.22951284]
[12];[6, 9, 13, 16];2;20.0%;[[0.]];"[[0.   3.65 2.19 3.38]
 [3.65 0.   4.71 4.55]
 [2.19 4.71 0.   5.22]
 [3.38 4.55 5.22 0.  ]]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";"[ 0.722 -0.062  0.459 -0.285 -0.051  0.258  0.039 -0.097 -0.053  0.005
 -0.027]";10;2;4.356291808916992;[1.71979025];[4.37066472]
[9];[6, 12, 13, 16];2;33.3%;[[0.]];"[[0.   2.68 2.19 3.38]
 [2.68 0.   5.08 3.7 ]
 [2.19 5.08 0.   5.22]
 [3.38 3.7  5.22 0.  ]]";"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]";"[ 0.715 -0.063  0.231 -0.132  0.132  0.187  0.133 -0.14  -0.003 -0.013
  0.05 ]";6;2;2.736636080854998;[3.62080658];[3.36231672]
[6];[9, 12, 13, 16];2;22.2%;[[0.]];"[[0.   2.21 4.71 4.55]
 [2.21 0.   5.08 3.7 ]
 [4.71 5.08 0.   5.22]
 [4.55 3.7  5.22 0.  ]]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";"[ 0.561 -0.292  0.502 -0.013  0.103  0.232  0.041 -0.204 -0.052  0.062
  0.006]";9;2;2.256332923697237;[2.13576016];[3.49171376]
[6, 13, 16, 7, 11];[1];1;100.0%;"[[0.   2.19 3.38 5.3  6.06]
 [2.19 0.   5.22 7.8  6.44]
 [3.38 5.22 0.   8.49 6.91]
 [5.3  7.8  8.49 0.   6.66]
 [6.06 6.44 6.91 6.66 0.  ]]";[[0.]];"[ 0.486  0.218 -0.218 -0.288 -0.092  0.238  0.161  0.053 -0.072  0.015
  0.017]";"[ 0.649  0.842 -0.859 -0.127  0.051  0.324 -0.256 -0.196  0.316 -0.069
 -0.053]";1;5;1.9628618856969633;[4.628898];[3.80871545]
[13, 1, 16, 7, 11];[6];1;100.0%;"[[0.   4.58 5.22 7.8  6.44]
 [4.58 0.   6.43 2.64 4.17]
 [5.22 6.43 0.   8.49 6.91]
 [7.8  2.64 8.49 0.   6.66]
 [6.44 4.17 6.91 6.66 0.  ]]";[[0.]];"[ 0.361  0.34  -0.395 -0.27  -0.052  0.319  0.111 -0.007 -0.041  0.035
  0.006]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";1;9;3.171180879376411;[5.086519];[2.13576016]
[6, 13, 1, 16, 11];[7];1;100.0%;"[[0.   2.19 2.7  3.38 6.06]
 [2.19 0.   4.58 5.22 6.44]
 [2.7  4.58 0.   6.43 4.17]
 [3.38 5.22 6.43 0.   6.91]
 [6.06 6.44 4.17 6.91 0.  ]]";[[0.]];"[ 0.562  0.294 -0.186 -0.442 -0.115  0.269  0.01  -0.051 -0.014 -0.025
 -0.001]";"[ 0.27   0.46  -1.017  0.642  0.167  0.166  0.499  0.323  0.024  0.13
  0.037]";1;4;8.605090394567242;[6.67571379];[4.24713047]
[6, 13, 1, 16, 7];[11];1;100.0%;"[[0.   2.19 2.7  3.38 5.3 ]
 [2.19 0.   4.58 5.22 7.8 ]
 [2.7  4.58 0.   6.43 2.64]
 [3.38 5.22 6.43 0.   8.49]
 [5.3  7.8  2.64 8.49 0.  ]]";[[0.]];"[ 0.63   0.348 -0.23  -0.176  0.055  0.286  0.154 -0.022  0.033 -0.01
  0.01 ]";"[-0.068  0.189 -0.796 -0.688 -0.682  0.084 -0.219  0.176 -0.208  0.056
 -0.019]";1;3;8.176196840767476;[6.77145125];[4.29277647]
[6, 1, 16, 7, 11];[13];1;100.0%;"[[0.   2.7  3.38 5.3  6.06]
 [2.7  0.   6.43 2.64 4.17]
 [3.38 6.43 0.   8.49 6.91]
 [5.3  2.64 8.49 0.   6.66]
 [6.06 4.17 6.91 6.66 0.  ]]";[[0.]];"[ 0.527  0.214 -0.538 -0.196 -0.018  0.269  0.002  0.087  0.012 -0.024
 -0.002]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";1;9;7.6528679663235994;[6.76901375];[2.12558509]
[6, 13, 1, 7, 11];[16];1;100.0%;"[[0.   2.19 2.7  5.3  6.06]
 [2.19 0.   4.58 7.8  6.44]
 [2.7  4.58 0.   2.64 4.17]
 [5.3  7.8  2.64 0.   6.66]
 [6.06 6.44 4.17 6.66 0.  ]]";[[0.]];"[ 0.515  0.516 -0.379 -0.196 -0.186  0.131  0.112  0.008  0.037  0.015
  0.001]";"[ 0.508 -0.65  -0.049 -0.588  0.525  0.858 -0.009  0.028 -0.229 -0.069
  0.027]";1;5;9.457105542488698;[7.29783652];[3.02112455]
[13, 16, 7, 11];[1, 6];1;100.0%;"[[0.   5.22 7.8  6.44]
 [5.22 0.   8.49 6.91]
 [7.8  8.49 0.   6.66]
 [6.44 6.91 6.66 0.  ]]";"[[0.  2.7]
 [2.7 0. ]]";"[ 0.289  0.214 -0.279 -0.306 -0.077  0.318  0.203  0.04  -0.13   0.061
  0.021]";"[ 0.963  0.537 -0.415 -0.172 -0.049  0.119 -0.13  -0.046  0.238 -0.119
 -0.026]";1;5;1.5906232684335158;[3.59464567];[3.00318094]
[6, 13, 16, 11];[1, 7];1;100.0%;"[[0.   2.19 3.38 6.06]
 [2.19 0.   5.22 6.44]
 [3.38 5.22 0.   6.91]
 [6.06 6.44 6.91 0.  ]]";"[[0.   2.64]
 [2.64 0.  ]]";"[ 0.54   0.157 -0.018 -0.521 -0.156  0.256  0.077 -0.015 -0.096 -0.013
  0.012]";"[ 0.46   0.651 -0.938  0.257  0.109  0.245  0.121  0.063  0.17   0.031
 -0.008]";1;3;7.853156857202489;[6.23446988];[5.02253755]
[6, 13, 16, 7];[1, 11];1;100.0%;"[[0.   2.19 3.38 5.3 ]
 [2.19 0.   5.22 7.8 ]
 [3.38 5.22 0.   8.49]
 [5.3  7.8  8.49 0.  ]]";"[[0.   4.17]
 [4.17 0.  ]]";"[ 0.625  0.225 -0.073 -0.188  0.056  0.276  0.256  0.022 -0.038  0.005
  0.026]";"[ 0.291  0.516 -0.827 -0.407 -0.316  0.204 -0.237 -0.01   0.054 -0.007
 -0.036]";1;2;5.788874328919535;[5.81645052];[5.89344944]
[6, 16, 7, 11];[1, 13];1;100.0%;"[[0.   3.38 5.3  6.06]
 [3.38 0.   8.49 6.91]
 [5.3  8.49 0.   6.66]
 [6.06 6.91 6.66 0.  ]]";"[[0.   4.58]
 [4.58 0.  ]]";"[ 0.497  0.058 -0.458 -0.213 -0.035  0.256  0.066  0.157 -0.064 -0.013
  0.011]";"[ 0.547  0.85  -0.057 -0.358 -0.134  0.245  0.142 -0.281  0.105  0.03
 -0.007]";1;4;3.8505837669061056;[5.44763458];[2.95495796]
[6, 13, 7, 11];[1, 16];1;100.0%;"[[0.   2.19 5.3  6.06]
 [2.19 0.   7.8  6.44]
 [5.3  7.8  0.   6.66]
 [6.06 6.44 6.66 0.  ]]";"[[0.   6.43]
 [6.43 0.  ]]";"[ 0.481  0.435 -0.26  -0.213 -0.246  0.083  0.204  0.059 -0.033  0.036
  0.014]";"[ 0.578  0.096 -0.454 -0.358  0.288  0.591 -0.133 -0.084  0.043 -0.069
 -0.013]";1;2;3.4575616006435856;[5.82252192];[4.52005073]
[13, 1, 16, 11];[6, 7];1;100.0%;"[[0.   4.58 5.22 6.44]
 [4.58 0.   6.43 4.17]
 [5.22 6.43 0.   6.91]
 [6.44 4.17 6.91 0.  ]]";"[[0.  5.3]
 [5.3 0. ]]";"[ 0.383  0.31  -0.239 -0.498 -0.106  0.358  0.014 -0.089 -0.057  0.012
 -0.002]";"[ 0.773  0.346 -0.494  0.212  0.009  0.04   0.247  0.213  0.092 -0.02
  0.019]";1;3;4.272035378447989;[5.83325896];[3.55568771]
[13, 1, 16, 7];[6, 11];1;100.0%;"[[0.   4.58 5.22 7.8 ]
 [4.58 0.   6.43 2.64]
 [5.22 6.43 0.   8.49]
 [7.8  2.64 8.49 0.  ]]";"[[0.   6.06]
 [6.06 0.  ]]";"[ 0.468  0.377 -0.295 -0.166  0.106  0.378  0.193 -0.053  0.001  0.03
  0.012]";"[ 0.604  0.21  -0.384 -0.453 -0.415 -0.    -0.112  0.14  -0.024 -0.057
 -0.009]";1;2;2.6999356123469544;[5.69297534];[4.25223091]
[1, 16, 7, 11];[6, 13];1;100.0%;"[[0.   6.43 2.64 4.17]
 [6.43 0.   8.49 6.91]
 [2.64 8.49 0.   6.66]
 [4.17 6.91 6.66 0.  ]]";"[[0.   2.19]
 [2.19 0.  ]]";"[ 0.34   0.21  -0.68  -0.19   0.015  0.358  0.004  0.083 -0.024  0.012
 -0.002]";"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";1;7;6.8031391360614775;[6.75300307];[2.03529873]
[13, 1, 7, 11];[6, 16];1;100.0%;"[[0.   4.58 7.8  6.44]
 [4.58 0.   2.64 4.17]
 [7.8  2.64 0.   6.66]
 [6.44 4.17 6.66 0.  ]]";"[[0.   3.38]
 [3.38 0.  ]]";"[ 0.324  0.587 -0.481 -0.191 -0.196  0.185  0.141 -0.016  0.006  0.061
  0.001]";"[ 0.892 -0.209 -0.01  -0.403  0.188  0.386 -0.007  0.066 -0.035 -0.119
  0.014]";1;4;7.134101655157723;[7.14472135];[2.89196757]
[6, 13, 1, 16];[7, 11];1;50.0%;"[[0.   2.19 2.7  3.38]
 [2.19 0.   4.58 5.22]
 [2.7  4.58 0.   6.43]
 [3.38 5.22 6.43 0.  ]]";"[[0.   6.66]
 [6.66 0.  ]]";"[ 0.719  0.32  -0.033 -0.381  0.027  0.315  0.068 -0.108  0.035 -0.045
  0.003]";"[ 0.101  0.325 -0.906 -0.023 -0.258  0.125  0.14   0.249 -0.092  0.093
  0.009]";2;1;10.213001819016526;[4.23028805];[9.08896208]
[6, 1, 16, 11];[7, 13];1;100.0%;"[[0.   2.7  3.38 6.06]
 [2.7  0.   6.43 4.17]
 [3.38 6.43 0.   6.91]
 [6.06 4.17 6.91 0.  ]]";"[[0.  7.8]
 [7.8 0. ]]";"[ 0.591  0.153 -0.419 -0.405 -0.064  0.295 -0.122  0.028  0.01  -0.063
 -0.011]";"[ 0.357  0.659 -0.136  0.026 -0.076  0.166  0.52  -0.021 -0.042  0.129
  0.038]";1;2;5.7851703414031785;[7.53741413];[3.4464494]
[6, 13, 1, 11];[7, 16];1;50.0%;"[[0.   2.19 2.7  6.06]
 [2.19 0.   4.58 6.44]
 [2.7  4.58 0.   4.17]
 [6.06 6.44 4.17 0.  ]]";"[[0.   8.49]
 [8.49 0.  ]]";"[ 0.576  0.53  -0.22  -0.406 -0.275  0.122  0.015 -0.07   0.04  -0.014
 -0.008]";"[ 0.389 -0.095 -0.533  0.027  0.346  0.512  0.245  0.175 -0.103  0.031
  0.032]";2;1;7.0736072233568725;[4.27801854];[6.65848767]
[6, 1, 16, 7];[11, 13];1;100.0%;"[[0.   2.7  3.38 5.3 ]
 [2.7  0.   6.43 2.64]
 [3.38 6.43 0.   8.49]
 [5.3  2.64 8.49 0.  ]]";"[[0.   6.44]
 [6.44 0.  ]]";"[ 0.676  0.221 -0.474 -0.073  0.149  0.316  0.057  0.064  0.068 -0.044
  0.003]";"[ 0.188  0.524 -0.025 -0.639 -0.501  0.125  0.161 -0.095 -0.158  0.092
  0.01 ]";1;2;8.31894632085065;[8.21252362];[3.98643981]
[6, 13, 1, 7];[11, 16];1;50.0%;"[[0.   2.19 2.7  5.3 ]
 [2.19 0.   4.58 7.8 ]
 [2.7  4.58 0.   2.64]
 [5.3  7.8  2.64 0.  ]]";"[[0.   6.91]
 [6.91 0.  ]]";"[ 0.66   0.598 -0.275 -0.073 -0.062  0.143  0.195 -0.034  0.098  0.005
  0.006]";"[ 0.22  -0.231 -0.422 -0.638 -0.079  0.471 -0.114  0.102 -0.219 -0.007
  0.004]";2;1;9.165454872417602;[4.56364692];[7.38128044]
[6, 1, 7, 11];[13, 16];1;100.0%;"[[0.   2.7  5.3  6.06]
 [2.7  0.   2.64 4.17]
 [5.3  2.64 0.   6.66]
 [6.06 4.17 6.66 0.  ]]";"[[0.   5.22]
 [5.22 0.  ]]";"[ 0.532  0.431 -0.661 -0.098 -0.153  0.122  0.005  0.102  0.073 -0.013
 -0.009]";"[ 0.476  0.104  0.348 -0.589  0.103  0.512  0.266 -0.169 -0.168  0.03
  0.033]";1;3;9.734232568124273;[9.02229638];[2.81343379]
[13, 16, 11];[1, 6, 7];1;100.0%;"[[0.   5.22 6.44]
 [5.22 0.   6.91]
 [6.44 6.91 0.  ]]";"[[0.   2.7  2.64]
 [2.7  0.   5.3 ]
 [2.64 5.3  0.  ]]";"[ 0.295  0.132 -0.033 -0.622 -0.159  0.369  0.104 -0.054 -0.182  0.039
  0.015]";"[ 0.732  0.511 -0.616  0.099  0.023  0.135  0.079  0.077  0.166 -0.036
 -0.005]";1;3;6.03572717226432;[5.33849533];[3.99067405]
[13, 16, 7];[1, 6, 11];1;100.0%;"[[0.   5.22 7.8 ]
 [5.22 0.   8.49]
 [7.8  8.49 0.  ]]";"[[0.   2.7  4.17]
 [2.7  0.   6.06]
 [4.17 6.06 0.  ]]";"[ 0.407  0.223 -0.107 -0.179  0.124  0.396  0.343 -0.005 -0.104  0.063
  0.034]";"[ 0.619  0.421 -0.542 -0.344 -0.26   0.108 -0.16   0.028  0.089 -0.061
 -0.024]";1;2;2.770572930392491;[4.07717952];[5.00230495]
[16, 7, 11];[1, 6, 13];1;100.0%;"[[0.   8.49 6.91]
 [8.49 0.   6.66]
 [6.91 6.66 0.  ]]";"[[0.   2.7  4.58]
 [2.7  0.   2.19]
 [4.58 2.19 0.  ]]";"[ 0.237 -0.    -0.62  -0.211  0.003  0.369  0.09   0.176 -0.138  0.039
  0.015]";"[ 0.79   0.644 -0.028 -0.311 -0.139  0.135  0.093 -0.153  0.123 -0.037
 -0.004]";1;4;5.3216785826992865;[5.2771963];[2.96972118]
[13, 7, 11];[1, 6, 16];1;100.0%;"[[0.   7.8  6.44]
 [7.8  0.   6.66]
 [6.44 6.66 0.  ]]";"[[0.   2.7  6.43]
 [2.7  0.   3.38]
 [6.43 3.38 0.  ]]";"[ 0.216  0.502 -0.356 -0.212 -0.278  0.139  0.273  0.044 -0.097  0.105
  0.019]";"[ 0.811  0.141 -0.293 -0.311  0.143  0.365 -0.09  -0.022  0.082 -0.102
 -0.008]";1;2;4.552722792473088;[5.20046674];[4.94894026]
[6, 13, 16];[1, 7, 11];1;33.3%;"[[0.   2.19 3.38]
 [2.19 0.   5.22]
 [3.38 5.22 0.  ]]";"[[0.   2.64 4.17]
 [2.64 0.   6.66]
 [4.17 6.66 0.  ]]";"[ 0.743  0.146  0.242 -0.465  0.019  0.313  0.175 -0.078 -0.059 -0.036
  0.022]";"[ 0.284  0.497 -0.89  -0.058 -0.155  0.191  0.008  0.101  0.044  0.039
 -0.012]";3;1;11.792262715109727;[3.09561886];[10.53405803]
[6, 16, 11];[1, 7, 13];1;100.0%;"[[0.   3.38 6.06]
 [3.38 0.   6.91]
 [6.06 6.91 0.  ]]";"[[0.   2.64 4.58]
 [2.64 0.   7.8 ]
 [4.58 7.8  0.  ]]";"[ 0.572 -0.077 -0.272 -0.498 -0.102  0.286 -0.078  0.102 -0.093 -0.061
  0.003]";"[ 0.455  0.72  -0.377 -0.025 -0.034  0.218  0.261 -0.08   0.078  0.063
  0.007]";1;2;6.334144797317076;[6.95916375];[4.44366339]
[6, 13, 11];[1, 7, 16];1;50.0%;"[[0.   2.19 6.06]
 [2.19 0.   6.44]
 [6.06 6.44 0.  ]]";"[[0.   2.64 6.43]
 [2.64 0.   8.49]
 [6.43 8.49 0.  ]]";"[ 0.551  0.426 -0.007 -0.498 -0.383  0.055  0.106 -0.029 -0.052  0.005
  0.007]";"[ 0.476  0.217 -0.641 -0.024  0.248  0.449  0.078  0.052  0.037 -0.003
  0.003]";2;1;6.9756095996067735;[3.97725605];[7.9862668]
[6, 16, 7];[1, 11, 13];1;100.0%;"[[0.   3.38 5.3 ]
 [3.38 0.   8.49]
 [5.3  8.49 0.  ]]";"[[0.   4.17 4.58]
 [4.17 0.   6.44]
 [4.58 6.44 0.  ]]";"[ 0.685  0.014 -0.346 -0.055  0.181  0.313  0.162  0.151 -0.015 -0.036
  0.022]";"[ 0.342  0.63  -0.303 -0.468 -0.317  0.191  0.022 -0.128  0.     0.038
 -0.011]";1;2;6.011060121770721;[7.14740031];[4.18068696]
[6, 13, 7];[1, 11, 16];1;50.0%;"[[0.   2.19 5.3 ]
 [2.19 0.   7.8 ]
 [5.3  7.8  0.  ]]";"[[0.   4.17 6.43]
 [4.17 0.   6.91]
 [6.43 6.91 0.  ]]";"[ 0.664  0.517 -0.081 -0.055 -0.1    0.082  0.345  0.02   0.025  0.03
  0.025]";"[ 0.363  0.127 -0.568 -0.468 -0.035  0.422 -0.161  0.003 -0.04  -0.027
 -0.015]";2;1;5.8631921593771725;[3.99969887];[7.31612186]
[6, 7, 11];[1, 13, 16];1;100.0%;"[[0.   5.3  6.06]
 [5.3  0.   6.66]
 [6.06 6.66 0.  ]]";"[[0.   4.58 6.43]
 [4.58 0.   5.22]
 [6.43 5.22 0.  ]]";"[ 0.493  0.293 -0.595 -0.088 -0.221  0.055  0.092  0.201 -0.008  0.005
  0.006]";"[ 0.534  0.35  -0.054 -0.435  0.086  0.449  0.092 -0.178 -0.007 -0.003
  0.004]";1;2;4.441440072045064;[7.11067156];[3.55260103]
[13, 1, 16];[6, 7, 11];1;50.0%;"[[0.   4.58 5.22]
 [4.58 0.   6.43]
 [5.22 6.43 0.  ]]";"[[0.   5.3  6.06]
 [5.3  0.   6.66]
 [6.06 6.66 0.  ]]";"[ 0.534  0.35  -0.054 -0.435  0.086  0.449  0.092 -0.178 -0.007 -0.003
  0.004]";"[ 0.493  0.293 -0.595 -0.088 -0.221  0.055  0.092  0.201 -0.008  0.005
  0.006]";2;1;4.441440072045064;[3.55260103];[7.11067156]
[1, 16, 11];[6, 7, 13];1;100.0%;"[[0.   6.43 4.17]
 [6.43 0.   6.91]
 [4.17 6.91 0.  ]]";"[[0.   5.3  2.19]
 [5.3  0.   7.8 ]
 [2.19 7.8  0.  ]]";"[ 0.363  0.127 -0.568 -0.468 -0.035  0.422 -0.161  0.003 -0.04  -0.027
 -0.015]";"[ 0.664  0.517 -0.081 -0.055 -0.1    0.082  0.345  0.02   0.025  0.03
  0.025]";1;2;5.8631921593771725;[7.31612186];[3.99969887]
[13, 1, 11];[6, 7, 16];1;50.0%;"[[0.   4.58 6.44]
 [4.58 0.   4.17]
 [6.44 4.17 0.  ]]";"[[0.   5.3  3.38]
 [5.3  0.   8.49]
 [3.38 8.49 0.  ]]";"[ 0.342  0.63  -0.303 -0.468 -0.317  0.191  0.022 -0.128  0.     0.038
 -0.011]";"[ 0.685  0.014 -0.346 -0.055  0.181  0.313  0.162  0.151 -0.015 -0.036
  0.022]";2;1;6.011060121770721;[4.18068696];[7.14740031]
[1, 16, 7];[6, 11, 13];1;100.0%;"[[0.   6.43 2.64]
 [6.43 0.   8.49]
 [2.64 8.49 0.  ]]";"[[0.   6.06 2.19]
 [6.06 0.   6.44]
 [2.19 6.44 0.  ]]";"[ 0.476  0.217 -0.641 -0.024  0.248  0.449  0.078  0.052  0.037 -0.003
  0.003]";"[ 0.551  0.426 -0.007 -0.498 -0.383  0.055  0.106 -0.029 -0.052  0.005
  0.007]";1;2;6.9756095996067735;[7.9862668];[3.97725605]
[13, 1, 7];[6, 11, 16];1;50.0%;"[[0.   4.58 7.8 ]
 [4.58 0.   2.64]
 [7.8  2.64 0.  ]]";"[[0.   6.06 3.38]
 [6.06 0.   6.91]
 [3.38 6.91 0.  ]]";"[ 0.455  0.72  -0.377 -0.025 -0.034  0.218  0.261 -0.08   0.078  0.063
  0.007]";"[ 0.572 -0.077 -0.272 -0.498 -0.102  0.286 -0.078  0.102 -0.093 -0.061
  0.003]";2;1;6.334144797317076;[4.44366339];[6.95916375]
[1, 7, 11];[6, 13, 16];1;100.0%;"[[0.   2.64 4.17]
 [2.64 0.   6.66]
 [4.17 6.66 0.  ]]";"[[0.   2.19 3.38]
 [2.19 0.   5.22]
 [3.38 5.22 0.  ]]";"[ 0.284  0.497 -0.89  -0.058 -0.155  0.191  0.008  0.101  0.044  0.039
 -0.012]";"[ 0.743  0.146  0.242 -0.465  0.019  0.313  0.175 -0.078 -0.059 -0.036
  0.022]";1;3;11.792262715109727;[10.53405803];[3.09561886]
[6, 1, 16];[7, 11, 13];1;50.0%;"[[0.   2.7  3.38]
 [2.7  0.   6.43]
 [3.38 6.43 0.  ]]";"[[0.   6.66 7.8 ]
 [6.66 0.   6.44]
 [7.8  6.44 0.  ]]";"[ 0.811  0.141 -0.293 -0.311  0.143  0.365 -0.09  -0.022  0.082 -0.102
 -0.008]";"[ 0.216  0.502 -0.356 -0.212 -0.278  0.139  0.273  0.044 -0.097  0.105
  0.019]";2;1;4.552722792473088;[4.94894026];[5.20046674]
